period,movie_id,title,release_year,nb_cast_total,nb_cast_in_graph,nb_communities_in_movie,dominant_community,dominant_community_count,dominant_community_share,is_coherent_with_community,communities_distribution
2010_2019,274479,Joy,2015.0,67,67,4,33,64,0.955,True,"{21: 1, 43: 1, 36: 1, 33: 64}"
2010_2019,267860,London Has Fallen,2016.0,29,29,14,3,14,0.483,False,"{8: 2, 43: 1, 47: 2, 25: 1, 32: 1, 3: 14, 21: 1, 35: 1, 9: 1, 1: 1, 4: 1, 0: 1, 7: 1, 24: 1}"
2010_2019,170687,The Boxtrolls,2014.0,18,18,6,13,11,0.611,True,"{15: 1, 3: 3, 13: 11, 21: 1, 35: 1, 8: 1}"
2010_2019,137106,The Lego Movie,2014.0,35,35,12,13,19,0.543,False,"{8: 1, 31: 1, 45: 2, 13: 19, 17: 1, 47: 3, 23: 3, 15: 1, 10: 1, 14: 1, 4: 1, 21: 1}"
2010_2019,82682,Gangster Squad,2013.0,40,40,19,21,12,0.3,False,"{46: 2, 32: 3, 23: 1, 8: 1, 3: 2, 33: 2, 47: 3, 15: 2, 37: 1, 21: 12, 43: 1, 12: 2, 5: 2, 4: 1, 28: 1, 1: 1, 13: 1, 19: 1, 25: 1}"
2010_2019,87825,Trouble with the Curve,2012.0,46,46,10,21,34,0.739,True,"{21: 34, 27: 1, 10: 2, 31: 3, 32: 1, 23: 1, 25: 1, 12: 1, 5: 1, 43: 1}"
2010_2019,12201,Edge of Darkness,2010.0,20,20,10,33,8,0.4,False,"{32: 1, 3: 1, 25: 3, 35: 2, 17: 1, 28: 1, 7: 1, 33: 8, 15: 1, 43: 1}"
2010_2019,38321,Priest,2011.0,11,11,6,0,5,0.455,False,"{15: 1, 13: 1, 8: 1, 21: 1, 5: 2, 0: 5}"
2010_2019,137321,Winter's Tale,2014.0,33,33,15,47,17,0.515,False,"{33: 2, 47: 17, 6: 1, 15: 1, 23: 1, 12: 1, 7: 1, 37: 1, 43: 1, 32: 1, 3: 2, 27: 1, 45: 1, 13: 1, 8: 1}"
2010_2019,123553,The Mortal Instruments: City of Bones,2013.0,22,22,6,35,14,0.636,True,"{5: 1, 0: 1, 35: 14, 3: 3, 17: 1, 37: 2}"
2010_2019,210860,Mortdecai,2015.0,14,14,6,15,6,0.429,False,"{3: 3, 15: 6, 0: 2, 31: 1, 1: 1, 13: 1}"
2010_2019,293660,Deadpool,2016.0,47,47,7,25,40,0.851,True,"{3: 1, 25: 40, 14: 2, 33: 1, 12: 1, 15: 1, 37: 1}"
2010_2019,190859,American Sniper,2014.0,81,81,3,43,79,0.975,True,"{43: 79, 46: 1, 15: 1}"
2010_2019,257445,Goosebumps,2015.0,54,54,10,8,43,0.796,True,"{13: 1, 8: 43, 9: 1, 46: 2, 33: 1, 43: 1, 21: 2, 36: 1, 31: 1, 5: 1}"
2010_2019,347969,The Ridiculous 6,2015.0,68,68,9,23,57,0.838,True,"{23: 57, 43: 2, 1: 1, 5: 1, 14: 1, 25: 1, 45: 1, 15: 2, 28: 2}"
2010_2019,116741,The Internship,2013.0,117,117,2,31,114,0.974,True,"{31: 114, 37: 3}"
2010_2019,35791,Resident Evil: Afterlife,2010.0,15,15,4,25,12,0.8,True,"{31: 1, 25: 12, 11: 1, 10: 1}"
2010_2019,72431,Red Tails,2012.0,16,16,9,8,6,0.375,False,"{14: 1, 35: 1, 20: 1, 8: 6, 7: 1, 32: 3, 10: 1, 33: 1, 3: 1}"
2010_2019,87428,That's My Boy,2012.0,28,28,7,23,22,0.786,True,"{23: 22, 31: 1, 8: 1, 14: 1, 32: 1, 10: 1, 13: 1}"
2010_2019,71676,Ghost Rider: Spirit of Vengeance,2011.0,11,11,6,1,5,0.455,False,"{32: 1, 13: 1, 1: 5, 15: 1, 3: 2, 7: 1}"
2010_2019,109424,Captain Phillips,2013.0,17,17,7,17,11,0.647,True,"{47: 1, 25: 1, 12: 1, 46: 1, 17: 11, 4: 1, 32: 1}"
2010_2019,35056,Date Night,2010.0,29,29,13,13,8,0.276,False,"{13: 8, 32: 4, 33: 2, 19: 1, 28: 1, 8: 3, 31: 2, 37: 3, 4: 1, 12: 1, 27: 1, 47: 1, 36: 1}"
2010_2019,156022,The Equalizer,2014.0,38,38,11,28,21,0.553,False,"{32: 2, 35: 1, 8: 1, 12: 1, 28: 21, 13: 2, 43: 2, 33: 4, 46: 2, 47: 1, 15: 1}"
2010_2019,58224,Mr. Popper's Penguins,2011.0,17,17,9,25,9,0.529,False,"{21: 1, 27: 1, 25: 9, 7: 1, 15: 1, 13: 1, 1: 1, 8: 1, 33: 1}"
2010_2019,175574,Free Birds,2013.0,17,17,7,13,10,0.588,False,"{31: 1, 4: 1, 13: 10, 3: 2, 8: 1, 33: 1, 47: 1}"
2010_2019,116149,Paddington,2014.0,68,68,6,3,59,0.868,True,"{3: 59, 0: 1, 1: 1, 4: 3, 6: 3, 12: 1}"
2010_2019,80035,The Watch,2012.0,19,19,12,23,5,0.263,False,"{31: 2, 47: 1, 13: 2, 21: 2, 14: 1, 23: 5, 24: 1, 8: 1, 43: 1, 46: 1, 33: 1, 10: 1}"
2010_2019,72197,The Pirates! In an Adventure with Scientists!,2012.0,13,13,5,13,6,0.462,False,"{3: 4, 9: 1, 13: 6, 8: 1, 33: 1}"
2010_2019,145220,Muppets Most Wanted,2014.0,66,66,12,13,48,0.727,True,"{13: 48, 3: 4, 15: 1, 4: 2, 23: 1, 21: 1, 0: 1, 17: 2, 8: 1, 1: 2, 32: 2, 7: 1}"
2010_2019,42297,Burlesque,2010.0,33,33,6,14,27,0.818,True,"{14: 27, 45: 1, 8: 2, 13: 1, 21: 1, 43: 1}"
2010_2019,70074,Bullet to the Head,2013.0,19,19,9,32,11,0.579,False,"{33: 1, 19: 1, 31: 1, 12: 1, 27: 1, 8: 1, 32: 11, 5: 1, 28: 1}"
2010_2019,261023,Black Mass,2015.0,65,65,10,33,53,0.815,True,"{3: 1, 33: 53, 31: 1, 10: 1, 47: 2, 12: 1, 32: 2, 4: 2, 5: 1, 45: 1}"
2010_2019,97630,Zero Dark Thirty,2012.0,31,31,12,33,17,0.548,False,"{7: 1, 24: 1, 3: 2, 33: 17, 8: 1, 47: 1, 21: 2, 27: 2, 12: 1, 45: 1, 4: 1, 15: 1}"
2010_2019,32856,Valentine's Day,2010.0,23,23,14,13,7,0.304,False,"{13: 7, 43: 2, 14: 1, 32: 1, 21: 2, 8: 1, 6: 1, 46: 1, 23: 1, 26: 1, 5: 2, 3: 1, 45: 1, 47: 1}"
2010_2019,49520,The Change-Up,2011.0,19,19,10,43,8,0.421,False,"{43: 8, 3: 1, 33: 1, 13: 1, 7: 1, 5: 1, 35: 2, 8: 1, 36: 1, 32: 2}"
2010_2019,26389,From Paris with Love,2010.0,25,25,5,35,21,0.84,True,"{35: 21, 0: 1, 3: 1, 32: 1, 22: 1}"
2010_2019,38050,The Adjustment Bureau,2011.0,20,20,10,15,10,0.5,False,"{4: 2, 28: 1, 33: 1, 37: 1, 15: 10, 32: 1, 25: 1, 10: 1, 41: 1, 27: 1}"
2010_2019,72105,Ted,2012.0,50,50,4,33,47,0.94,True,"{33: 47, 37: 1, 8: 1, 3: 1}"
2010_2019,109443,Anchorman 2: The Legend Continues,2013.0,27,27,16,31,7,0.259,False,"{31: 7, 32: 3, 15: 1, 36: 2, 33: 1, 17: 1, 20: 1, 46: 1, 13: 2, 47: 2, 25: 1, 12: 1, 6: 1, 21: 1, 7: 1, 8: 1}"
2010_2019,37686,Super 8,2011.0,24,24,10,5,14,0.583,False,"{5: 14, 3: 1, 47: 1, 8: 1, 13: 2, 46: 1, 14: 1, 32: 1, 9: 1, 15: 1}"
2010_2019,187017,22 Jump Street,2014.0,25,25,12,13,9,0.36,False,"{47: 1, 23: 2, 4: 1, 19: 2, 13: 9, 31: 1, 35: 1, 46: 2, 43: 2, 12: 1, 45: 1, 8: 2}"
2010_2019,302699,Central Intelligence,2016.0,37,37,8,33,26,0.703,True,"{19: 2, 9: 1, 43: 2, 33: 26, 15: 1, 8: 3, 4: 1, 47: 1}"
2010_2019,274167,Daddy's Home,2015.0,21,21,7,32,10,0.476,False,"{31: 1, 33: 2, 15: 1, 8: 5, 32: 10, 13: 1, 0: 1}"
2010_2019,224141,Into the Woods,2014.0,19,19,7,13,9,0.474,False,"{3: 4, 28: 1, 45: 2, 13: 9, 6: 1, 32: 1, 33: 1}"
2010_2019,74465,We Bought a Zoo,2011.0,15,15,9,15,6,0.4,False,"{4: 1, 15: 6, 8: 2, 21: 1, 3: 1, 10: 1, 45: 1, 13: 1, 33: 1}"
2010_2019,50646,"Crazy, Stupid, Love.",2011.0,28,28,9,32,16,0.571,False,"{32: 16, 21: 1, 8: 3, 33: 1, 22: 1, 37: 2, 13: 2, 15: 1, 14: 1}"
2010_2019,60308,Moneyball,2011.0,67,67,10,33,53,0.791,True,"{32: 2, 47: 3, 21: 1, 33: 53, 8: 1, 5: 1, 10: 2, 13: 1, 15: 1, 31: 2}"
2010_2019,225574,Non-Stop,2014.0,28,28,13,19,14,0.5,False,"{47: 2, 21: 1, 27: 1, 3: 1, 36: 1, 33: 1, 32: 1, 19: 14, 43: 1, 15: 2, 35: 1, 10: 1, 23: 1}"
2010_2019,60304,Hansel & Gretel: Witch Hunters,2013.0,23,23,7,1,15,0.652,True,"{15: 1, 3: 1, 32: 3, 1: 15, 13: 1, 19: 1, 17: 1}"
2010_2019,46529,I Am Number Four,2011.0,49,49,8,43,40,0.816,True,"{7: 1, 43: 40, 25: 1, 37: 1, 3: 1, 10: 1, 47: 3, 14: 1}"
2010_2019,300671,13 Hours: The Secret Soldiers of Benghazi,2016.0,33,33,7,12,27,0.818,True,"{15: 1, 12: 27, 32: 1, 45: 1, 35: 1, 46: 1, 5: 1}"
2010_2019,228326,The Book of Life,2014.0,28,28,8,13,19,0.679,True,"{13: 19, 23: 2, 36: 1, 29: 1, 7: 2, 17: 1, 19: 1, 37: 1}"
2010_2019,71552,American Reunion,2012.0,22,22,4,8,19,0.864,True,"{8: 19, 16: 1, 13: 1, 10: 1}"
2010_2019,216282,Into the Storm,2014.0,98,98,7,37,89,0.908,True,"{3: 1, 37: 89, 8: 1, 13: 2, 27: 3, 31: 1, 12: 1}"
2010_2019,205587,The Judge,2014.0,16,16,12,33,5,0.312,False,"{5: 1, 15: 1, 27: 1, 32: 1, 45: 1, 13: 1, 33: 5, 1: 1, 3: 1, 8: 1, 35: 1, 21: 1}"
2010_2019,38579,Marmaduke,2010.0,18,18,8,13,7,0.389,False,"{31: 2, 8: 2, 13: 7, 25: 2, 21: 1, 23: 1, 3: 2, 10: 1}"
2010_2019,44603,Hereafter,2010.0,26,26,5,43,22,0.846,True,"{4: 1, 43: 22, 39: 1, 11: 1, 0: 1}"
2010_2019,72710,The Host,2013.0,36,36,11,32,24,0.667,True,"{1: 1, 32: 24, 25: 1, 15: 1, 3: 3, 10: 1, 43: 1, 13: 1, 45: 1, 7: 1, 11: 1}"
2010_2019,316152,Free State of Jones,2016.0,38,38,10,32,25,0.658,True,"{47: 1, 5: 1, 21: 1, 32: 25, 33: 2, 7: 1, 43: 4, 23: 1, 31: 1, 13: 1}"
2010_2019,241554,Run All Night,2015.0,18,18,12,1,4,0.222,False,"{47: 1, 1: 4, 12: 2, 10: 2, 19: 1, 32: 1, 21: 1, 5: 2, 3: 1, 8: 1, 22: 1, 33: 1}"
2010_2019,38319,Your Highness,2011.0,27,27,9,3,19,0.704,True,"{13: 1, 37: 1, 15: 1, 3: 19, 31: 1, 28: 1, 33: 1, 17: 1, 22: 1}"
2010_2019,69668,Dream House,2011.0,20,20,7,35,12,0.6,True,"{0: 1, 8: 2, 37: 1, 35: 12, 47: 2, 33: 1, 17: 1}"
2010_2019,38363,Fair Game,2010.0,18,18,11,32,7,0.389,False,"{8: 2, 3: 1, 13: 1, 32: 7, 19: 1, 33: 1, 23: 1, 35: 1, 10: 1, 5: 1, 12: 1}"
2010_2019,109491,Beautiful Creatures,2013.0,47,47,9,32,37,0.787,True,"{1: 1, 32: 37, 27: 1, 12: 1, 36: 1, 10: 1, 43: 3, 45: 1, 4: 1}"
2010_2019,329833,Zoolander 2,2016.0,124,124,2,31,123,0.992,True,"{31: 123, 27: 1}"
2010_2019,47327,Drive Angry,2011.0,51,51,8,32,43,0.843,True,"{32: 43, 28: 1, 43: 2, 5: 1, 33: 1, 45: 1, 47: 1, 19: 1}"
2010_2019,96724,Anna Karenina,2012.0,54,54,10,3,44,0.815,True,"{3: 44, 1: 1, 15: 1, 11: 1, 28: 1, 4: 2, 2: 1, 12: 1, 13: 1, 6: 1}"
2010_2019,198184,Chappie,2015.0,45,45,5,25,41,0.911,True,"{3: 1, 25: 41, 6: 1, 33: 1, 27: 1}"
2010_2019,181283,Child 44,2015.0,24,24,10,33,11,0.458,False,"{47: 2, 33: 11, 12: 1, 3: 4, 24: 1, 4: 1, 1: 1, 6: 1, 32: 1, 0: 1}"
2010_2019,260346,Taken 3,2014.0,56,56,10,32,46,0.821,True,"{47: 1, 32: 46, 43: 1, 4: 1, 46: 2, 36: 1, 1: 1, 19: 1, 10: 1, 22: 1}"
2010_2019,20533,Jonah Hex,2010.0,26,26,11,46,11,0.423,False,"{46: 11, 31: 1, 13: 3, 17: 1, 27: 2, 5: 1, 32: 3, 21: 1, 43: 1, 7: 1, 3: 1}"
2010_2019,325789,The Infiltrator,2016.0,21,21,8,3,11,0.524,False,"{14: 1, 32: 1, 19: 2, 3: 11, 9: 3, 5: 1, 33: 1, 6: 1}"
2010_2019,82675,Taken 2,2012.0,31,31,4,32,27,0.871,True,"{47: 1, 43: 2, 32: 27, 1: 1}"
2010_2019,146233,Prisoners,2013.0,34,34,15,21,18,0.529,False,"{6: 1, 24: 1, 32: 2, 16: 1, 12: 1, 8: 2, 46: 1, 35: 1, 43: 1, 33: 1, 21: 18, 5: 1, 15: 1, 13: 1, 7: 1}"
2010_2019,64328,The Muppets,2011.0,47,47,12,13,34,0.723,True,"{27: 1, 13: 34, 28: 2, 12: 1, 10: 2, 35: 1, 19: 1, 5: 1, 3: 1, 32: 1, 37: 1, 7: 1}"
2010_2019,232672,Blended,2014.0,31,31,5,23,26,0.839,True,"{36: 1, 23: 26, 8: 2, 33: 1, 21: 1}"
2010_2019,82525,Savages,2012.0,15,15,10,28,4,0.267,False,"{25: 1, 28: 4, 15: 1, 46: 1, 13: 3, 35: 1, 33: 1, 43: 1, 32: 1, 19: 1}"
2010_2019,11439,The Ghost Writer,2010.0,33,33,7,1,27,0.818,True,"{0: 1, 25: 1, 47: 1, 13: 1, 1: 27, 3: 1, 17: 1}"
2010_2019,58233,Johnny English Reborn,2011.0,32,32,6,3,27,0.844,True,"{3: 27, 10: 1, 28: 1, 17: 1, 47: 1, 7: 1}"
2010_2019,116977,Foodfight!,2012.0,21,21,5,13,16,0.762,True,"{13: 16, 3: 2, 45: 1, 20: 1, 31: 1}"
2010_2019,68734,Argo,2012.0,61,61,15,5,45,0.738,True,"{27: 2, 14: 1, 5: 45, 31: 1, 47: 1, 17: 1, 1: 1, 39: 1, 11: 1, 43: 1, 15: 1, 10: 2, 46: 1, 32: 1, 36: 1}"
2010_2019,27573,The Bounty Hunter,2010.0,18,18,6,8,12,0.667,True,"{8: 12, 23: 1, 10: 1, 1: 1, 13: 2, 35: 1}"
2010_2019,228066,Victor Frankenstein,2015.0,16,16,7,3,10,0.625,True,"{17: 1, 4: 1, 47: 1, 3: 10, 33: 1, 8: 1, 7: 1}"
2010_2019,37950,Charlie St. Cloud,2010.0,25,25,6,25,20,0.8,True,"{36: 1, 17: 1, 25: 20, 13: 1, 4: 1, 12: 1}"
2010_2019,27582,The Mechanic,2011.0,17,17,7,19,7,0.412,False,"{19: 7, 28: 1, 21: 2, 32: 4, 14: 1, 12: 1, 33: 1}"
2010_2019,64688,21 Jump Street,2012.0,19,19,15,43,4,0.211,False,"{23: 1, 47: 1, 20: 1, 4: 1, 13: 2, 19: 1, 31: 1, 21: 1, 43: 4, 46: 1, 10: 1, 17: 1, 32: 1, 25: 1, 3: 1}"
2010_2019,136795,The Heat,2013.0,23,23,6,33,18,0.783,True,"{33: 18, 2: 1, 23: 1, 32: 1, 13: 1, 36: 1}"
2010_2019,87826,Here Comes the Boom,2012.0,14,14,6,23,8,0.571,False,"{13: 1, 23: 8, 47: 1, 32: 1, 33: 2, 8: 1}"
2010_2019,49730,Red Riding Hood,2011.0,22,22,8,25,15,0.682,True,"{6: 1, 47: 1, 43: 1, 10: 1, 3: 1, 25: 15, 35: 1, 33: 1}"
2010_2019,54054,One for the Money,2012.0,17,17,6,43,9,0.529,False,"{13: 1, 43: 9, 47: 2, 19: 2, 1: 2, 8: 1}"
2010_2019,228967,The Interview,2014.0,38,38,10,46,28,0.737,True,"{37: 1, 13: 1, 4: 1, 8: 2, 46: 28, 17: 1, 25: 1, 43: 1, 47: 1, 15: 1}"
2010_2019,46528,The Warrior's Way,2010.0,13,13,6,24,8,0.615,True,"{8: 1, 24: 8, 25: 1, 37: 1, 3: 1, 32: 1}"
2010_2019,49527,Man on a Ledge,2012.0,56,56,7,1,49,0.875,True,"{1: 49, 45: 1, 37: 1, 15: 1, 47: 2, 35: 1, 33: 1}"
2010_2019,73937,The Big Year,2011.0,18,18,11,13,6,0.333,False,"{31: 1, 19: 1, 13: 6, 10: 2, 25: 2, 35: 1, 8: 1, 33: 1, 3: 1, 43: 1, 32: 1}"
2010_2019,168672,American Hustle,2013.0,31,31,12,33,18,0.581,False,"{47: 2, 43: 2, 27: 1, 15: 1, 21: 1, 13: 1, 1: 1, 46: 1, 33: 18, 35: 1, 5: 1, 36: 1}"
2010_2019,240832,Lucy,2014.0,59,59,3,22,57,0.966,True,"{15: 1, 47: 1, 22: 57}"
2010_2019,216015,Fifty Shades of Grey,2015.0,17,17,7,25,11,0.647,True,"{10: 1, 25: 11, 27: 1, 43: 1, 32: 1, 12: 1, 17: 1}"
2010_2019,193756,Lone Survivor,2013.0,47,47,4,28,43,0.915,True,"{33: 2, 28: 43, 32: 1, 43: 1}"
2010_2019,259693,The Conjuring 2,2016.0,30,30,9,27,20,0.667,True,"{27: 20, 33: 2, 0: 1, 3: 1, 45: 1, 32: 1, 10: 2, 47: 1, 24: 1}"
2010_2019,37799,The Social Network,2010.0,99,99,7,10,92,0.929,True,"{27: 1, 10: 92, 31: 1, 13: 1, 46: 1, 47: 2, 15: 1}"
2010_2019,257091,Get Hard,2015.0,31,31,11,32,17,0.548,False,"{31: 1, 19: 2, 13: 1, 8: 3, 24: 1, 32: 17, 20: 1, 33: 2, 45: 1, 7: 1, 21: 1}"
2010_2019,109410,42,2013.0,22,22,12,32,8,0.364,False,"{15: 1, 32: 8, 25: 1, 8: 2, 13: 2, 46: 2, 47: 1, 19: 1, 43: 1, 45: 1, 21: 1, 2: 1}"
2010_2019,100042,Dumb and Dumber To,2014.0,82,82,5,21,78,0.951,True,"{21: 78, 31: 1, 1: 1, 36: 1, 33: 1}"
2010_2019,257211,The Intern,2015.0,25,25,9,36,16,0.64,True,"{36: 16, 6: 1, 15: 1, 46: 1, 45: 1, 5: 1, 8: 1, 13: 2, 33: 1}"
2010_2019,323675,Ride Along 2,2016.0,72,72,7,19,64,0.889,True,"{19: 64, 31: 1, 47: 1, 45: 1, 14: 3, 36: 1, 12: 1}"
2010_2019,193610,The Other Woman,2014.0,16,16,7,13,9,0.562,False,"{13: 9, 35: 1, 32: 2, 24: 1, 21: 1, 8: 1, 47: 1}"
2010_2019,296098,Bridge of Spies,2015.0,66,66,11,47,54,0.818,True,"{47: 54, 0: 2, 9: 1, 21: 1, 32: 1, 4: 2, 46: 1, 31: 1, 15: 1, 35: 1, 1: 1}"
2010_2019,32823,Get Him to the Greek,2010.0,25,25,12,13,6,0.24,False,"{47: 1, 14: 2, 31: 2, 32: 1, 3: 2, 13: 6, 23: 1, 36: 1, 8: 2, 45: 5, 21: 1, 4: 1}"
2010_2019,50348,The Lincoln Lawyer,2011.0,21,21,11,9,10,0.476,False,"{47: 2, 32: 1, 8: 1, 13: 1, 9: 10, 19: 1, 43: 1, 5: 1, 3: 1, 14: 1, 31: 1}"
2010_2019,48138,Unknown,2011.0,18,18,9,1,9,0.5,False,"{47: 2, 32: 1, 17: 1, 46: 1, 21: 1, 13: 1, 1: 9, 43: 1, 3: 1}"
2010_2019,227159,Horrible Bosses 2,2014.0,19,19,10,33,7,0.368,False,"{33: 7, 8: 2, 17: 1, 23: 2, 32: 2, 13: 1, 21: 1, 45: 1, 3: 1, 10: 1}"
2010_2019,68179,Escape from Planet Earth,2013.0,17,17,5,13,11,0.647,True,"{32: 3, 13: 11, 36: 1, 25: 1, 23: 1}"
2010_2019,34851,Predators,2010.0,12,12,10,8,2,0.167,False,"{8: 2, 25: 1, 27: 1, 1: 1, 23: 1, 35: 1, 33: 2, 3: 1, 13: 1, 21: 1}"
2010_2019,71864,The Odd Life of Timothy Green,2012.0,23,23,10,21,14,0.609,True,"{21: 14, 33: 1, 36: 1, 8: 1, 13: 1, 5: 1, 3: 1, 37: 1, 12: 1, 17: 1}"
2010_2019,209451,Jersey Boys,2014.0,71,71,3,10,69,0.972,True,"{10: 69, 47: 1, 43: 1}"
2010_2019,39513,Paul,2011.0,17,17,8,13,8,0.471,False,"{13: 8, 3: 1, 33: 3, 31: 1, 8: 1, 45: 1, 32: 1, 47: 1}"
2010_2019,82687,The Guilt Trip,2012.0,16,16,12,24,3,0.188,False,"{13: 1, 31: 1, 24: 3, 10: 2, 33: 1, 15: 2, 41: 1, 47: 1, 27: 1, 46: 1, 8: 1, 37: 1}"
2010_2019,41446,Scream 4,2011.0,24,24,5,13,15,0.625,True,"{13: 15, 5: 1, 8: 3, 25: 3, 17: 2}"
2010_2019,225886,Sex Tape,2014.0,28,28,6,13,21,0.75,True,"{13: 21, 46: 1, 47: 1, 8: 2, 33: 2, 28: 1}"
2010_2019,55779,Final Destination 5,2011.0,11,11,5,28,7,0.636,True,"{28: 7, 47: 1, 13: 1, 33: 1, 32: 1}"
2010_2019,188161,A Million Ways to Die in the West,2014.0,44,44,12,33,24,0.545,False,"{33: 24, 24: 1, 47: 1, 6: 1, 10: 1, 13: 2, 28: 5, 32: 3, 21: 3, 0: 1, 45: 1, 3: 1}"
2010_2019,64685,Extremely Loud & Incredibly Close,2011.0,21,21,8,47,13,0.619,True,"{47: 13, 33: 1, 3: 1, 31: 1, 12: 1, 21: 1, 35: 2, 8: 1}"
2010_2019,38357,Morning Glory,2010.0,16,16,7,13,10,0.625,True,"{33: 1, 25: 1, 27: 1, 1: 1, 47: 1, 32: 1, 13: 10}"
2010_2019,62835,Colombiana,2011.0,18,18,7,13,10,0.556,False,"{13: 10, 8: 1, 16: 1, 32: 1, 21: 1, 3: 3, 12: 1}"
2010_2019,80278,The Impossible,2012.0,17,17,5,0,13,0.765,True,"{8: 1, 0: 13, 15: 1, 3: 1, 6: 1}"
2010_2019,78698,Big Miracle,2012.0,38,38,13,36,24,0.632,True,"{36: 24, 12: 1, 8: 1, 33: 1, 25: 2, 35: 1, 28: 1, 45: 1, 21: 1, 31: 1, 32: 1, 3: 1, 47: 2}"
2010_2019,72358,A Thousand Words,2012.0,44,44,7,8,37,0.841,True,"{35: 1, 32: 2, 8: 37, 46: 1, 37: 1, 28: 1, 10: 1}"
2010_2019,266396,The Gunman,2015.0,28,28,3,3,26,0.929,True,"{3: 26, 0: 1, 15: 1}"
2010_2019,110415,Snowpiercer,2013.0,45,45,5,1,41,0.911,True,"{15: 1, 1: 41, 32: 1, 8: 1, 17: 1}"
2010_2019,77459,A Monster in Paris,2011.0,9,9,4,30,6,0.667,True,"{8: 1, 30: 6, 1: 1, 3: 1}"
2010_2019,256040,Baahubali: The Beginning,2015.0,16,16,1,38,16,1.0,True,{38: 16}
2010_2019,62214,Frankenweenie,2012.0,10,10,5,13,5,0.5,False,"{25: 2, 13: 5, 46: 1, 23: 1, 33: 1}"
2010_2019,64807,Grudge Match,2013.0,17,17,11,47,4,0.235,False,"{36: 1, 33: 1, 5: 1, 47: 4, 19: 1, 25: 1, 45: 1, 23: 1, 43: 1, 32: 3, 21: 2}"
2010_2019,44865,The Grandmaster,2013.0,14,14,1,16,14,1.0,True,{16: 14}
2010_2019,55787,Water for Elephants,2011.0,20,20,7,32,14,0.7,True,"{43: 1, 32: 14, 35: 1, 10: 1, 17: 1, 25: 1, 2: 1}"
2010_2019,257932,Dragon Nest: Warriors' Dawn,2014.0,9,9,1,17,9,1.0,True,{17: 9}
2010_2019,256961,Paul Blart: Mall Cop 2,2015.0,51,51,6,23,45,0.882,True,"{23: 45, 2: 2, 17: 1, 8: 1, 33: 1, 19: 1}"
2010_2019,87421,Riddick,2013.0,16,16,9,17,8,0.5,False,"{19: 1, 13: 1, 17: 8, 3: 1, 32: 1, 0: 1, 24: 1, 28: 1, 20: 1}"
2010_2019,68722,The Master,2012.0,28,28,8,46,20,0.714,True,"{46: 20, 21: 1, 27: 1, 32: 2, 47: 1, 43: 1, 8: 1, 4: 1}"
2010_2019,299687,The 5th Wave,2016.0,35,35,13,43,21,0.6,True,"{8: 2, 43: 21, 28: 1, 16: 2, 36: 1, 1: 1, 23: 1, 33: 1, 32: 1, 47: 1, 15: 1, 21: 1, 19: 1}"
2010_2019,312221,Creed,2015.0,74,74,7,33,68,0.919,True,"{33: 68, 3: 1, 27: 1, 8: 1, 36: 1, 21: 1, 31: 1}"
2010_2019,23168,The Town,2010.0,48,48,10,33,34,0.708,True,"{27: 1, 15: 3, 13: 1, 25: 1, 33: 34, 1: 1, 35: 1, 5: 1, 47: 3, 10: 2}"
2010_2019,76494,What to Expect When You're Expecting,2012.0,30,30,11,45,14,0.467,False,"{13: 2, 45: 14, 32: 1, 3: 1, 21: 3, 8: 3, 23: 2, 47: 1, 7: 1, 1: 1, 19: 1}"
2010_2019,96721,Rush,2013.0,25,25,6,3,19,0.76,True,"{15: 2, 43: 1, 3: 19, 21: 1, 22: 1, 17: 1}"
2010_2019,23742,Cop Out,2010.0,23,23,9,13,11,0.478,False,"{17: 1, 13: 11, 35: 1, 8: 5, 10: 1, 31: 1, 11: 1, 32: 1, 33: 1}"
2010_2019,259694,How to Be Single,2016.0,21,21,9,13,12,0.571,False,"{10: 1, 45: 2, 13: 12, 8: 1, 21: 1, 46: 1, 39: 1, 36: 1, 33: 1}"
2010_2019,62837,Dolphin Tale,2011.0,18,18,3,21,15,0.833,True,"{47: 2, 21: 15, 7: 1}"
2010_2019,138832,We're the Millers,2013.0,17,17,10,8,6,0.353,False,"{8: 6, 23: 1, 28: 1, 5: 2, 36: 2, 13: 1, 47: 1, 25: 1, 32: 1, 21: 1}"
2010_2019,23048,Hot Tub Time Machine,2010.0,18,18,8,8,8,0.444,False,"{13: 2, 4: 1, 32: 2, 8: 8, 36: 1, 15: 1, 3: 2, 25: 1}"
2010_2019,227735,Dolphin Tale 2,2014.0,62,62,3,21,60,0.968,True,"{47: 1, 21: 60, 19: 1}"
2010_2019,222936,Aloha,2015.0,17,17,12,8,4,0.235,False,"{43: 1, 8: 4, 33: 2, 1: 1, 12: 1, 13: 1, 14: 1, 4: 1, 32: 1, 17: 2, 35: 1, 25: 1}"
2010_2019,48171,The Rite,2011.0,12,12,5,25,8,0.667,True,"{17: 1, 25: 8, 3: 1, 13: 1, 32: 1}"
2010_2019,365222,Ip Man 3,2015.0,16,16,1,16,16,1.0,True,{16: 16}
2010_2019,45054,There Be Dragons,2011.0,14,14,6,3,8,0.571,False,"{3: 8, 32: 1, 21: 1, 0: 2, 33: 1, 7: 1}"
