actor,degree
Robert Lesser,26
Diane Robin,50
Lewis Van Bergen,26
Constance Towers,26
Francis X. McCarthy,26
Audra Lindley,26
John Kapelos,62
Tico Wells,26
Mike Bacarella,87
Gene Davis,26
John DiSanti,26
Ronald Joshua Scott,26
Dave Graubart,26
Santos Morales,26
Ralph Seymour,26
Mandy Ingber,26
Lyn Alicia Henderson,26
Chi McBride,34
Kim Dickens,38
Robert Stanton,41
Carrie Preston,46
Lindsey Ginter,24
Kevin Conway,39
Kelley Hazen,24
John Doman,44
Chad Lindberg,24
Hank Harris,24
Camryn Manheim,41
Jack Conley,98
Maricela Ochoa,24
Peter Fontana,24
Kirk B.R. Woller,24
Gwen McGee,24
Ned Schmidtke,98
Joely Richardson,14
Richard T. Jones,52
Jack Noseworthy,90
Peter Marinker,14
Holley Chant,14
Barclay Wright,14
Noah Huntley,14
Robert Jezek,14
Emily Booth,14
Teresa May,14
Sally Kirkland,149
Jenna Elfman,88
Ellen DeGeneres,50
Viveka Davis,103
Gail Boggs,63
Jenna Byrne,64
Greg Sestero,77
RuPaul,86
Merrin Dungey,50
Ian Gomez,50
Gavin Grazer,50
Chris Hogan,50
Arianna Huffington,50
"Larry ""Flash"" Jenkins",50
Scott LaRose,50
John Livingston,50
Mitzi McCall,50
Jim Meskimen,50
Don Most,50
Rick Overton,79
Rusty Schwimmer,83
Steven Shenbaum,50
Steve Kehela,50
Jo McGinley,50
John Pirruccello,50
Charles Arthur Berg,50
Anthony Jensen,50
Sommer Garcia,50
Jennifer Elise Cox,50
Alexandra Holden,106
Anna Karin,50
George Plimpton,99
Merrill Markoe,50
Bill Maher,50
Sonia Bhalla,50
Kelly Preston,72
Jon Cryer,4
Judith Ivey,83
Craig T. Nelson,69
Ruben Santiago-Hudson,46
Debra Monk,159
Laura Harrington,81
Pamela Gray,46
George Wyner,46
Connie Embesi,46
Jonathan Cavallary,46
Heather Matarazzo,92
Leo Burmester,66
Bill Moor,46
Neal Jones,63
Eddie Aldridge,46
Mark Deakins,46
Rony Clanton,46
George O. Gore II,46
Alan Manson,46
Brian Poteat,46
Daniel Oreskes,46
Don King,46
Ray Garvey,162
Rocco Musacchia,46
Susan Kellermann,65
James Saito,46
Harsh Nayyar,67
Mohammed Ghaffari,46
Nicki Cochrane,46
Fenja Klaus,46
Gino Lucci,46
Novella Nelson,46
Vincent Laresca,113
Benny Nieves,46
Franci Leary,46
Monica Keena,54
Julie Christie,44
Brian Thompson,40
Wolf Christian,17
Eva Vejmělková,17
Milan Bahúl,17
Peter Hric,17
Sandra Kovacicova,17
Kyle Cohen,17
Thom Baker,17
Robin Wright,80
Sally Field,101
Michael Conner Humphreys,62
Hanna Hall,81
Haley Joel Osment,120
Afemo Omilami,62
Peter Dobson,62
Sonny Shroyer,87
George Kelly,155
Sam Anderson,62
Margo Moorer,62
Christopher Jones,62
Kevin Mangan,62
Brett Rice,103
Daniel C. Striepeke,62
David Brisbin,62
Kirk Ward,62
Marlena Smalls,62
Kitty K. Green,62
Mark Matheisen,62
Al Harrington,62
Jed Gillin,62
Don Fischer,114
Matt Wallace,62
Mike Jolly,62
Michael Kemmerling,62
John Voldstad,62
Daniel J. Gillooly,62
Michael Burgess,62
Steven Griffith,62
Michael McFall,64
Byron Minns,62
Stephen Bridgewater,62
John William Galt,141
Isabel Rose,62
Richard D'Alessandro,62
Michael Jace,155
Vanessa Roth,62
Dick Cavett,62
Tiffany Salerno,64
Joe Alaskey,107
Lazarus Jackson,64
Nora Dunfee,62
Hallie D'Amore,62
Michael Mattison,62
Charles Boswell,62
Bob Penny,62
Greg Brown,62
Troy Christian,62
Bryan Hanna,62
Zach Hanner,62
Aaron Michael Lacey,62
Jacqueline Lovell,62
Brendan Shanahan,62
William Shipman,62
Robb Skyler,62
Irene Bedard,41
John Kassir,101
Russell Means,29
Christian Bale,38
Judy Kuhn,15
Billy Connolly,29
Joe Baker,93
Michelle St. John,15
James Apaumut Fall,15
Gordon Tootoosis,59
Jada Pinkett Smith,191
John Ales,57
Patricia Wilson,20
Jamal Mixon,20
Nichole McAuley,20
Hamilton von Watts,20
Chao Li Chi,23
Tony Carlin,20
Quinn Duffy,20
Montell Jordan,20
Doug Williams,20
Chaz Lamar Shepherd,35
Lisa Halpern,20
Arthur Tovey,20
Athena Massey,35
Brendan Fraser,151
Leslie Mann,90
Thomas Haden Church,105
Richard Roundtree,125
Abraham Benrubi,71
Greg Cruttwell,48
Kelly Miller,48
Michael Chinyamurindi,48
Abdoulaye N'Gom,65
Lydell M. Cheshier,48
Keith Scott,48
Jon Pennell,63
Lauren Bowles,48
Afton Smith,48
Samantha Harris,48
Hans Schoeber,48
Alexander Denk,48
Rodney Louis Johnson,48
Peter F. Giddings,48
Terilyn Joe,48
Michel Camus,48
Valerie Perri,48
Carrie Zanoline,48
Garrett Griffin,48
Harve Cook,48
Richard Elfman,48
Denise Holland,48
Kristie Capozzoli,120
Sal Vassalo,48
Melanie Gage,48
Aurorah Allain,120
Diane Mizota,138
Joie Shettler,120
Sharon Ferrol-Young,138
Tara Nicole Hughes,48
Robin Tasha-Ford,48
Margo Blas,48
Jake Gentry,48
Tim Glenn,48
Bob Quinn,48
Christina Ricci,161
Cathy Moriarty,174
Eric Idle,146
Joe Nipote,33
Brad Garrett,48
Garette Ratliff Henson,95
Jessica Wesson,33
Malachi Pearson,33
Chauncey Leopardi,33
Spencer Vrooman,33
Ben Stein,48
Don Novello,70
Fred Rogers,33
Terry Murphy,33
Ernestine Mercer,51
Doug Bruckner,33
Wesley Thompson,33
Michael Dubrow,33
J.J. Anderson,33
Jess Harnell,33
Michael McCarty,104
Micah Winkelspecht,33
Mike Simmrin,50
Devon Sawa,57
Rodney Dangerfield,33
Clint Eastwood,85
Elise Main,33
Tony Stef'Ano,33
Matt Craven,44
George Dzundza,43
Rocky Carroll,17
Jaime Gomez,76
Michael Milhoan,93
Scott Burkholder,17
Eric Bruskotter,17
Ricky Schroder,25
Ryan Phillippe,91
Scott Grimes,43
Donald Sutherland,174
Rosemary Forsyth,11
Dennis Miller,42
Suzie Plakson,26
Nicholas Sadler,35
Andre Braugher,32
Robin Bartlett,15
Joanna Merlin,15
Sarah Dampf,50
Rhonda Dotson,60
Nigel Gibbs,44
John Putch,15
Lauri Johnson,60
Jay Patterson,15
Shishir Kurup,27
Christine Baranski,100
Adam Alexi-Malle,42
Kohl Sudduth,116
Robert Downey Jr.,81
Alejandro Patino,42
Alfred De Contreras,42
Ramiro Fabian,42
Johnny Sanchez,42
Claude Brooks,42
Kevin Scannell,42
John Prosky,42
Michael Dempsey,42
Walter Powell,42
Phill Lewis,42
Marisol Nichols,114
Nathan Anderson,42
Brogan Roche,42
John Cho,122
Lloyd Berman,42
Zaid Farid,42
Aaron Brumfield,42
Kevin Grevioux,71
Kimble Jemison,42
Alex Craig Mann,42
Laura Grady,42
Reamy Hall,42
Michelle Boehle,42
Kimberly Baum,42
Megan Denton,42
Janet Jaeger,42
Hope Wood,42
Addie Yungmee,42
Andrea Toste,42
Carl Kocis,42
Tiger Mendez,42
Steve J. Termath,42
Alan Oliney,42
Meryl Streep,62
Goldie Hawn,168
Ian Ogilvy,19
Adam Storke,19
Alaina Reed Hall,38
Michelle Johnson,30
Ai Wan,19
William Frankfather,19
Debra Jo Rupp,45
Jonathan Silverman,19
John Enos III,66
Fabio,56
Bonnie Cahoon,19
Halle Berry,81
David Suchet,31
Len Cariou,17
Whip Hubley,69
Andreas Katsulas,77
Marla Maples,17
J. T. Walsh,254
Ingo Neuhaus,78
William James Jones,17
Nicholas Pryor,135
Paul McGann,23
Danny Webb,23
Lance Henriksen,68
Brian Glover,30
Deobia Oparei,23
Niall Buggy,23
Vincenzo Nicoli,23
Phil Davis,23
Paul Brennen,23
Clive Mantle,23
Hi Ching,23
Leon Herbert,23
Danielle Edmond,23
Madonna,100
Jimmy Nail,11
Victoria Sus,11
Julian Littman,11
Olga Merediz,28
Laura Pallas,11
Julia Worsley,11
María Luján Hidalgo,11
Servando Villamil,11
Andrea Corr,11
Robert De Niro,349
Katarina Witt,32
Michael Lonsdale,77
Ron Perkins,32
Féodor Atkine,32
Daniel Breton,32
Amidou,32
Jan Tříska,36
Bernard Bloch,32
Léopoldine Serre,32
Dominic Gugliametti,32
Alan Beckworth,32
Tolsty,32
Gérard Moulévrier,32
Lionel Vitrant,32
Vincent Schmitt,32
Julia Maraval,32
Laurent Spielvogel,32
Ron Jeremy,80
Steve Suissa,32
Katia Tchenko,32
Dyna Gauzy,32
Lilly-Fleur Pointeaux,32
Dimitri Rafalsky,32
Gérard Touratier,32
Christophe Maratier,32
Pierre Forest,32
Tom Wilkinson,105
John Kani,14
Henry Cele,14
Kurt Egelhof,14
Satchu Annamalai,14
Teddy Reddy,14
Raheem Khan,14
Jack Devnarain,14
Glen Gabela,14
John Ashton,34
Doug Spinuzza,72
Thomas Q. Morris,26
Vivienne Sendaydiego,26
Paul Bates,65
Tracey Ellis,40
Kim Ingram,26
Paul Collins,26
Louanne Stephens,26
Ajgie Kirkland,66
Chike Kani Omo,26
Ivonne Coll,26
Roger Floyd,26
Kurt Smildsin,26
Jim R. Coleman,26
Gary Bristow,26
Rachel Weisz,78
Fred Ward,117
Joanna Cassidy,82
Nicholas Rudall,74
Krzysztof Pieczyński,74
Julie R. Pearl,74
Godfrey,74
Gene Barge,113
Nathan Davis,74
Aaron Williams,74
Daniel H. Friedman,74
Johnny Lee Davenport,113
James Sie,85
Joan Kohn,113
Juan Ramírez,113
Nydia Rodriguez Terracina,74
Scott Benjaminson,74
Randall Arney,74
Noelle Bou-Sliman,113
Joseph F. Kosala,113
Ron Dean,113
Miguel Nino,113
Turk Muller,113
Neil Flynn,140
Michael Skewes,113
Margaret Travolta,74
Jacqueline G. Arthur,74
Tom Mula,74
Denise Price,74
Rick Le Fevour,74
Charley Sherman,74
Gina Raffin,74
Pam Zekman,113
Lisa Tejero,74
David Pasquesi,141
John Drummond,113
Cathy Herd,74
Tell Draper,74
Danny Goldring,113
Michael Gaylord James,74
Ken Moreno,113
Allen Hamilton,113
Dick Cusack,113
Nicholas Kusenko,113
David Michael Gee,74
Stanley M. Span,74
Ann Whitney,113
Rich Komenich,74
Afram Bill Williams,113
Will Zahrn,135
John W. Hardy,74
Mary Seibel,74
Nina Beesley,74
Michael Shannon,110
Billy Haynes,74
Walter Doggett,74
Jack Kandel,74
Timothy J. Maxwell,74
Leslie Mikol,74
Rio Zavala,74
Mark Morettini,74
Soseh Kevorkian,74
Christopher Holloway,74
Jim Ortlieb,92
Cheryl Hamada,74
Mike Gray,74
Joe Guastaferro,113
Ellen Barkin,53
Benicio del Toro,83
Patti D'Arbanville,40
Chris Mulkey,9
Kurt Fuller,26
Ray Liotta,213
Catherine Hicks,43
John Finn,43
Heidi Kling,54
J. Kenneth Campbell,141
Grand L. Bush,56
Michael Harney,43
Don Dowe,71
Gordy Owens,43
Richard Hoyt-Miller,43
Michael Francis Kelly,43
Alan Bergmann,43
Danna Hansen,43
R.J. Knoll,43
Sondra Spriggs,43
Garrett M. Brown,43
Darryl Theirse,52
Fritz Mashimo,43
Tom Todoroff,43
Jeff Joseph,43
Dennis Redfield,43
Malachy McCourt,43
William H. Burton Jr.,99
Callie Thorne,43
John Elsen,58
Bill Cross,43
Tannis Benedict,74
Scott Gurney,43
Cooper Huckabee,64
Kevin O'Rourke,43
Scott Lawrence,57
Lara Bierner,43
Paxton Culpepper,45
Charles Gemmill,43
Billy Malone,43
L.A. Rothman,43
Diane Keaton,76
Andy García,50
Talia Shire,37
Eli Wallach,37
George Hamilton,55
Bridget Fonda,106
Raf Vallone,37
Franc D'Ambrosio,37
Donal Donnelly,37
Richard Bright,37
Helmut Berger,37
John Savage,110
Franco Citti,37
Mario Donatone,37
Vittorio Duse,37
Enzo Robutti,37
Michele Russo,37
Al Martino,37
Robert Cicchini,37
Rogerio Miranda,37
Carlos Miranda,37
Vito Antuofermo,173
Robert Vento,37
Willie Brown,37
Jeannie Linero,37
Jeanne Savarino Pesch,37
Janet Savarino Smith,37
Tere Livrano,37
Carmine Caridi,37
Don Costello,37
Al Ruscio,73
Mickey Knox,37
Michael Bowen,95
Brett Halsey,37
Bernadette Peters,11
Kirsten Dunst,119
Andrea Martin,33
Glenn Walker Harris Jr.,11
Oprah Winfrey,8
Thandie Newton,35
Lisa Gay Hamilton,39
Albert Hall,90
Irma P. Hall,100
Kimberly Elise,24
Beah Richards,8
Vertamae Grosvenor,8
Sean Penn,125
Adrien Brody,53
Jim Caviezel,48
Ben Chaplin,57
Elias Koteas,81
Nick Nolte,84
Kirk Acevedo,25
Paul Gleeson,25
Arie Verveen,25
Nick Stahl,39
Miranda Otto,25
Tim Blake Nelson,25
Dash Mihok,39
Larry Romano,25
Penelope Allen,25
Danny Hoch,25
Courtney Love,45
Leslie Lyles,16
Greyson Erik Pendry,16
George Shapiro,16
Jeff Conaway,29
Patton Oswalt,44
Pamela Abdy,16
David Koechner,86
Jerry Lawler,16
Jim Ross,16
Alan King,44
Pasquale Cajano,44
Dick Smothers,44
Frank Vincent,185
Oscar Goodman,44
Catherine Scorsese,191
Vinny Vella,44
Nobu Matsuhisa,44
Erika von Tagen,44
Nick Mazzola,44
David Rose,44
John Bloom,44
Joseph Rigano,82
Philip Suriano,168
Melissa Prophet,168
Bill Allison,44
Joe La Due,44
Joseph P. Reidy,44
Craig Vincent,44
Gene Ruffini,136
Dominick Grieco,44
Clem Caserta,168
Daniel P. Conte,168
Joey DePinto,44
Jack Orend,44
Paul Herman,168
Jed Mills,44
Claudia Haro,85
Ffolliott Le Coque,44
John Manca,168
Ronald Maccone,168
Joseph Bono,168
Frank Adonis,255
Anthony Russell,111
Stuart Nisbet,44
Alfred Nittoli,64
Mary Elizabeth Mastrantonio,37
Alan Rickman,122
Geraldine McEwan,34
Michael McShane,79
Nick Brimble,34
Soo Drouet,34
Bryan Adams,34
Daniel Peacock,34
Walter Sparrow,58
Harold Innocent,34
Jack Wild,34
Howard Lew Lewis,34
John Hallam,34
Pat Roach,34
Derek Deadman,34
John Tordoff,34
Michael Goldie,34
Liam Halligan,34
Marc Zuber,34
Merelina Kendall,34
Imogen Bain,34
Jimmy Gardner,34
Bobby Parr,34
Douglas Blackwell,34
Andy Hockley,34
Richard Strange,34
Susannah Corbett,34
Daniel Newman,62
Renée Zellweger,44
Alison Armitage,22
Jerry O'Connell,96
Jay Mohr,69
Mark Pellington,22
Jeremy Suarez,22
Jared Jussim,22
Benjamin Kimball Smith,22
Ingrid Beer,22
Drake Bell,22
Eric Stoltz,131
Beau Bridges,22
Lamont Johnson,22
Skeet Ulrich,127
Shirley Knight,55
Yeardley Smith,55
Lupe Ontiveros,66
Lawrence Kasdan,55
Harold Ramis,83
Kathryn Morris,55
Alison Rose,55
Maya Rudolph,55
Julie Benz,87
Jimmy Workman,73
Jesse James,81
Randall Batinkoff,86
Linda Gehringer,96
Kaitlin Hopkins,55
Danielle Spencer,55
Lisa Edelstein,55
Danielle Brisebois,55
Todd Solondz,55
Tom McGowan,55
Bibi Osterwald,55
Ross Bleckner,55
Bernadette Balagtas,55
Jaffe Cohen,55
Laurie Kilpatrick,55
Alice Vaughn,55
Shane Black,76
Stan Bly,55
Missi Pyle,75
Tara Subkoff,109
Rebekah Johnson,55
Patricia Childress,55
Chloe Brooks,55
Cooper Brooks,55
Kristi Zea,55
Justin Herwick,55
John F. O'Donohue,84
Mary Elizabeth Still,55
Paul Greenberg,55
David A. Kipper,55
Antonia Jones,55
Alex Ballar,55
Bronwyn Cornelius,55
Amy Anzel,55
Laura Mayes Byrnes,55
Maurice LaMarche,122
Daniel London,27
Josef Sommer,38
Frances Lee McCain,45
Daniella Kuhn,27
James Greene,27
Bruce Bohne,27
Harry Groener,27
Barry Shabaka Henley,73
Steven Anthony Jones,27
Douglas Roberts,27
Ellen Albertini Dow,60
Alan Tudyk,27
Peter Siteri,27
Don West,27
Jason Aaron Baca,27
Stephen Rea,73
Domiziana Giordano,14
Sara Stockbridge,35
Laure Marsac,14
Andrew Tiernan,48
Bellina Logan,14
Helen McCrory,14
Susan Sarandon,127
Liam Aiken,9
Jason Maves,9
Naama Kates,9
Andre B. Blake,113
Mary Louise Wilson,9
Mak Gilchrist,9
Kris Kristofferson,82
Maria Bello,13
Bill Duke,13
Deborah Kara Unger,135
William Devane,13
Lucy Liu,64
Trevor St. John,13
Freddy Rodríguez,34
Dylan Walsh,20
Ernie Hudson,68
Tim Curry,122
Lorene Noh,20
Misty Rosas,20
Stuart Pankin,68
Carolyn Seymour,54
Romy Rosemont,20
Bill Pugin,20
Lawrence T. Wrentz,124
John Hawkes,140
Bruce Campbell,68
Adewale Akinnuoye-Agbaje,34
Kevin Spacey,285
Patrick Dempsey,13
Benito Martinez,13
Malick Bowens,13
Bruce Jarchow,13
Conrad Bachmann,62
Susan Lee Hoffman,13
Scott Glenn,134
Judy Davis,68
Alison Eastwood,26
Melora Hardin,10
E.G. Marshall,61
David Warshofsky,13
Josh Hopkins,13
Angel David,32
Spike Jonze,61
Anna Katarina,45
Carroll Baker,128
Scott Hunter McGuire,45
Elizabeth Dennehy,45
Daniel Schorr,76
John Aprea,45
Charles Martinet,45
Caroline Barclay,97
Peter Donat,45
Florentine Mocanu,45
Kimberly Russell,78
Jarion Monroe,45
Joe Frank,45
Kat Kilkenny,45
John Cassini,127
Harris Savides,88
Victor Talmadge,45
Keena Turner,45
Hideo Kimura,45
Rachel Flanagan,88
Joy Ann Ryan,45
Jack Kehoe,45
Linda Manz,45
John Hammil,128
Rachel Steinberg,45
Trish Summerville,45
Jason Kristofer,45
Lily Soh Froehlich,45
Charles Branklyn,45
Michael Massee,131
Regina Taylor,65
Bruce Beatty,46
Michael Cudlitz,63
Carlos Gómez,80
Leonard L. Thomas,136
Stephen Lee,46
Lily Nicksay,46
Sabi Dorr,46
Gene Wolande,104
John Lordan,69
Jack Shearer,46
Donna Ponterotto,46
Joey Perillo,106
Mary Page Keller,46
Kelsey Mulrooney,46
Brad Blaisdell,46
Bruce Wright,103
Robert David Hall,46
Tony Mockus Jr.,46
Rick Scarry,46
McNally Sagal,46
Mary Major,46
Edwina Moore,60
James Blackburn,46
David Michael Fordham,46
Maureen Mendoza,46
Jack Rooney,46
Rick Touhy,46
Judge Reinhold,32
Gilbert R. Hill,22
Timothy Carhart,52
Bronson Pinchot,114
Stephen McHattie,22
John Saxon,95
Jon Tenney,76
Joey Travolta,71
Eugene Collier,22
Jimmy Ortega,83
Ray Lykins,22
Tim Gilbert,22
Julie Strain,91
Heather Elizabeth Parkhurst,22
Joe Dante,22
Arthur Hiller,22
Peter Medak,22
Zach Galligan,43
Phoebe Cates,26
Christopher Lee,35
Haviland Morris,26
Jackie Joseph,26
Keye Luke,26
Kathleen Freeman,86
Shawn Nelson,34
Dick Miller,65
Paul Bartel,61
John Astin,26
Henry Gibson,54
Leonard Maltin,26
Hulk Hogan,80
Tony Randall,26
Howie Mandel,26
Belinda Balaski,26
Rick Ducommun,107
Aleksandr Baluev,22
Rene Medvešek,22
Gary Werntz,22
Jim Haynie,82
Alexander Strobele,22
Michael Boatman,22
Joan Copeland,22
Slavko Juraga,22
Aleksandr Peskov,22
Dejan Aćimović,22
Matt Adler,22
Aleksandr Yatsko,22
Michael Caine,46
Joan Chen,9
Shari Shattuck,9
Irvin Kershner,9
David Mucci,49
Burt Reynolds,136
Armand Assante,120
Rumer Willis,17
Jerry Grayson,17
Pandora Peaks,17
Barbara Alyn Woods,17
Kimberly Flynn,17
Rena Riffel,39
Dina Spybey-Waters,53
Eduardo Yáñez,74
Anatoli Davydov,46
Muse Watson,51
Reed Diamond,16
Kai Wulff,16
Kerry Skalsky,16
James Douglas Haskins,16
Stephen Liska,16
John Harms,16
Edward J. Rosen,16
Christina Orchid,16
Choco Orta,16
Germán Legarreta,16
Colleen Rennison,16
Jake Sandvig,16
Casey Boersma,16
Julie Hagerty,40
Paul Reiser,16
Red Buttons,16
Betty White,32
Jayne Meadows,16
Tom Poston,16
Dylan Boersma,16
Ken Lerner,16
Albert Hague,16
Stacy Keach,68
Cliff Robertson,27
Georges Corraface,16
Michelle Forbes,16
Valeria Golino,52
A. J. Langer,24
Peter Fonda,40
Jeff Imada,63
Al Leong,39
James Lew,16
Julien Cesario,16
Eli Marienthal,82
Jennifer Aniston,78
Cloris Leachman,40
Jack Angel,47
Bob Bergen,28
Michael Bird,28
Devon Cole Borisoff,28
Rodger Bumpass,28
Robert Clotworthy,28
Jennifer Darling,47
Zack Eginton,28
Paul Eiding,28
Bill Farmer,68
Charles Howerton,28
Ollie Johnston,28
Sherry Lynn,47
Ryan O'Donohue,45
Frank Thomas,28
Patti Tippo,95
Faye Dunaway,64
Vincent Cassel,61
Rab Affleck,31
Stéphane Algoud,31
Edwin Apps,31
Christian Barbier,31
Timothy Bateson,31
David Begg,31
Christian Bergner,31
Andrew Birkin,31
Dominic Borrelli,31
John Boswall,42
Matthew Bowyer,31
Paul Brooke,31
Bruce Byron,31
Charles Cork,31
Patrice Cossoneau,31
Tony D'Amario,31
Daniel Daujon,31
Tonio Descanvelle,31
Philippe du Janerand,31
Sissi Duparc,31
Barbara Elbourn,31
Christian Erickson,60
David Barber,31
Joseph Rezwin,31
Jemima West,31
Mia Kirshner,27
Alan Alda,168
Milton Davis Jr.,14
John Landis,14
William O'Leary,14
Tammy Lauren,14
Lara Flynn Boyle,41
Brian Haley,7
Cynthia Nixon,44
William Holmes,10
Anna Levine,120
Edward Hardwicke,55
Roy Dotrice,10
Larissa Laskin,64
Amy Wright,10
Dana Ivey,49
Lisa Andoh,10
Richard Crenna,20
Angie Everhart,20
David Hunt,20
Kevin Tighe,59
Robin Thomas,20
Victoria Smith,20
Drew Snyder,39
Sandy Berumen,20
Buddy Joe Hooker,20
Bobby Bass,20
Dick Ziker,20
Kenneth Tigar,20
Ron Yuan,20
John Wyman,20
Andrew Dice Clay,67
Wayne Newton,54
Priscilla Presley,96
Morris Day,54
Ed O'Neill,97
Maddie Corman,160
Gilbert Gottfried,77
Robert Englund,158
David Patrick Kelly,182
Vince Neil,54
Sheila E.,54
Kari Wuhrer,93
Brandon Call,54
Pamela Adlon,54
Kurt Loder,54
Lala Sloatman,54
Cody Jarrett,54
David Arnott,54
Mark Goldstein,54
William Shockley,76
Mark Zuelke,54
Steve White,135
Kimber Sissons,54
Monique Mannen,54
Hili Park,54
Gry Park,54
Cindy Lehre,54
Kurt James Stefka,54
Michael Alan Kahn,54
Willie Garson,162
Ladd Vance,54
Robert Mangiardi,54
Kristin Pearcey,54
Lori Pfeiffer,54
Diana Barrows,54
Lee Lawrence,54
Connie Johnson,54
Jordan Lund,178
Allan Wasserman,54
Charlie Hawke,54
Rita Bland,54
Kathleen Monica,54
Randy Crenshaw,54
Tone Loc,72
Hot Tub Johnny West,54
Sandra Sheeler,54
Edmund E. Villa,54
Christopher D. Childers,54
Lisa Matthews,54
Katariina Souri,54
Oliver Theess,54
Jay Underwood,54
Angelina Jolie,64
Michael McGlone,34
Bobby Cannavale,20
Richard Zeman,20
Olivia Birkelund,20
Gary Swanson,20
James Bulleit,20
Frank Fontaine,20
Zena Grey,20
Peter Michael Dillon,20
Ted Whittall,20
Andy Bradshaw,20
Steve Adams,20
Mark Wahlberg,140
Ice Cube,63
Nora Dunn,73
Saïd Taghmaoui,16
Judy Greer,29
Jon Sklaroff,16
Liz Stauber,16
Alia Shawkat,16
Ali Afshar,16
Dylan Brown,16
Albert Brooks,36
Isaiah Washington,103
Keith Loneker,15
Catherine Keener,58
Nancy Allen,36
Viola Davis,15
Paul Calderon,103
George Segal,46
Diane Baker,123
Eric Roberts,27
Harry O'Reilly,16
David Cross,52
Amy Stiller,16
Keith Gibbs,16
Kathy Griffin,104
Misa Koprova,16
Aamir Khan,9
Nandita Das,9
Maia Sethna,9
Kitu Gidwani,9
Arif Zakaria,9
Eric Peterson,9
Kulbhushan Kharbanda,9
Pavan Malhotra,9
Sunil Mehra,9
Navtej Singh Johar,9
Warren Beatty,62
Seymour Cassel,55
Dick Van Dyke,24
Paul Sorvino,273
Charles Durning,93
Mandy Patinkin,64
David L. Lander,49
Charles Fleischer,41
Fred Newman,27
Tara Strong,35
Henry Silva,47
R. G. Armstrong,41
Mary Woronov,24
Tom Signorelli,43
Denis Leary,93
Frankie Faison,79
Fritz Weaver,12
Charles Keating,37
Michael Lombard,12
Ritchie Coster,12
George Christy,97
Tony Cucci,12
George Cole,10
Kathy Staff,10
Michael Sheen,10
Linda Bassett,30
Ciarán Hinds,15
Dermot Mulroney,51
Philip Bosco,54
Rachel Griffiths,28
Susan Sullivan,22
Raci Alexander,22
Jennifer Garrett,22
Kelleia Sheerin,22
Bree Turner,37
Cassie Creasy,22
Lucina Paquet,51
Aida Baggio,22
Shirley Kelly,22
George Bozonelos,22
Loretta Paoletti,22
Paul Adelstein,22
Alfre Woodard,43
Alice Krige,13
Neal McDonough,23
Dwight Schultz,13
Cameron Oppenheimer,22
Lou Diamond Phillips,52
Michael Moriarty,19
Michole Briana White,19
Amy Hathaway,21
Tim Guinee,81
Tim Ransom,19
Sean Astin,58
Ned Vaughn,48
Manny Pérez,34
David McSwain,19
Korey Coleman,19
Swoosie Kurtz,31
Anne Haney,61
Amanda Donohoe,12
Jason Bernard,12
Krista Allen,12
Justin Cooper,12
Christopher Mayer,12
John Goodman,205
Elizabeth Perkins,14
Rick Moranis,14
Rosie O'Donnell,46
Kyle MacLachlan,64
Elizabeth Taylor,14
Irwin Keyes,14
Jonathan Winters,37
Roger L. Jackson,99
Jean Vander Pyl,14
Sam Shepard,33
Hume Cronyn,27
Tony Goldwyn,74
Robert Culp,48
Stanley Tucci,49
Mary-Louise Parker,24
Anthony LaPaglia,44
Brad Renfro,34
Anthony Edwards,14
Anthony Heald,130
Kimberly Scott,32
David Speck,14
Rebecca Jernigan,14
Patrick Bergin,63
James Fox,68
Polly Walker,25
Richard Harris,75
Hugh Fraser,25
David Threlfall,25
Berlinda Tolbert,160
Gerald Sim,25
Thomas Russell,25
Andrew Connolly,25
Jonathan Ryan,25
P.H. Moriarty,51
Brenda James,25
Daryl Mitchell,83
Robin Sachs,20
Jed Rees,108
Justin Long,20
Patrick Breen,20
Jeremy Howard,20
Rainn Wilson,20
J.P. Manoux,20
Dian Bachar,42
Heidi Swedberg,104
Kevin McDonald,20
Kaitlin Cullum,20
Jonathan Feyer,20
Stephen Dorff,54
N'Bushe Wright,47
Arly Jover,47
Traci Lords,123
Kevin Patrick Walls,65
Sanaa Lathan,63
Eric Edwards,60
Donna Wong,47
Carmen Thomas,47
Shannon Lee,47
Kenny Johnson,47
Clint Curtis,61
Judson Scott,47
Sidney S. Liufau,47
Keith Leon Williams,47
Andray Johnson,47
Stephen R. Peluso,47
Marcus Aurelius,47
Eboni 'Chrystal' Adams,47
Lyle Conway,47
Freeman White,47
D.V. DeVincentis,47
Marcus Salgado,47
Esau McKnight Jr.,47
Erl Van Douglas,47
Matt Schulze,47
Yvette Ocampo,47
Irena Stepic,47
Jenya Lano,47
Richard 'Dr.' Baily,47
Nikki DiSanto,47
Ryan Glorioso,47
Elliott James,47
Stephen Norrington,47
Gerald Okamura,83
Frankie Ray,47
Carrie Seeley,47
Beth Theriac,47
Vincent Castellanos,9
Julia Louis-Dreyfus,35
Hayden Panettiere,47
Phyllis Diller,15
Madeline Kahn,47
Richard Kind,15
Dave Foley,59
Roddy McDowall,15
Mario Ernesto Sánchez,26
Sergio Doré Jr.,11
Chase Randolph,11
Jeana Bell,11
Brittany Paige Bouck,11
Emilio Estefan,11
LaGaylia Frazier,11
Don Johnson,26
George Perez,22
Dennis Burkley,39
Lou Myers,48
David Strathairn,128
William Lucking,22
Victor Galloway,9
Hal Scardino,26
