actor,degree
Tony Halme,16
Jodie Foster,194
Matthew McConaughey,245
James Woods,332
John Hurt,135
Tom Skerritt,105
David Morse,285
Angela Bassett,319
Geoffrey Blake,229
Max Martini,142
Rob Lowe,138
Jena Malone,120
Tucker Smallwood,130
Sami Chester,105
Henry Strozier,119
Haynes Brooke,105
Timothy McNeil,206
Laura Elena Surillo,105
Michael Chaban,105
Larry King,232
Thomas Garner ,105
Conroy Chino,105
Dan Gifford,105
Vance Valencia,105
Donna Kelley,105
Leon Harris,105
Claire Shipman,105
Behrooz Afrakhan,105
Saemi Nakamura,160
Maria Celeste Arraras,105
Tabitha Soren,105
Geraldo Rivera,105
Ian Whitcomb,105
Jay Leno,167
Michael Albala,105
Ned Netterville,105
Leo Lee,200
William Jordan,137
David St. James,190
Alexander Zemeckis,105
Janie Peterson,105
Philippe Bergeron,105
Jennifer Balgobin,105
Anthony Hamilton,105
Rebecca T. Beucler,105
Marc Macaulay,222
Jeffery Thomas Johnson,107
Yuji Okumoto,150
Gerry Griffin,105
Brian Alston,105
Rob Elk,105
Mark Thomason,105
José Rey,105
Todd Patrick Breaugh,105
Alex Veadov,142
Alice Kushida,105
Robin Gammell,143
Richardson Morse,105
Seiji Okamura,105
Mak Takano,133
Hiroshi Tom Tanaka,105
Catherine Dao,105
Kristoffer Ryan Winters,105
Valorie Armstrong,105
Jim Hild,105
William L. Thomas,105
Diego Montoya,105
Jonathan Adler,105
Robert Aguilar Jr.,105
Mark Bailey,105
Matt Bennett,105
Tony Boldi,105
Christopher Boyer,105
Mark Byrne,105
Candice T. Cain,105
Aixa Clemente,107
Derrick Damions,105
Elaina Erika Davis,105
Joey Dente,105
Michael Egan,105
Jeff Elmore,105
Pamela Fischer,105
Carl Gilliard,105
William B. Kaplan,105
Ming Lo,105
Sunshine Logroño,105
Denise Loveday,105
Neal Matarazzo,105
Cassidy McMillan,105
Molly Mueller,105
Paul L. Nolan,105
Marisa Petroro,105
Errica Poindexter,105
J.A. Preston,120
Frank Principe,105
Leo Rogstad,105
Russell Sanderlin Sr.,105
Frank Silva,105
John A. Taylor,105
Todd Thompson,105
Cenk Uygur,105
Holly Cross Vagley,155
Eric Alan Wendell,105
Delaney Williams,105
Elisabeth Shue,127
Rade Serbedzija,72
Henry Goodman,60
Alun Armstrong,123
Yevgeni Lazarev,27
Irina Apeksimova,27
Lev Prygunov,27
Charlotte Cornwell,27
Emily Mortimer,81
Lucija Serbedzija,27
Velibor Topic,27
Tommy Flanagan,123
Egor Pazenko,27
Adam Smith,27
Pat Laffan,27
Verity-Jane Dearsley,27
Michael Marquez,27
Lorelei King,51
Alla Kazanskaya,27
Ronnie Letham,27
Tusse Silberg,27
Peter Guinness,50
Stefan Gryff,27
Malcolm Tierney,78
Christopher Rozycki,27
Valeriy Nikolaev,27
Robin Williams,276
Sam Neill,139
Embeth Davidtz,54
Oliver Platt,151
Kiersten Warren,84
Wendy Crewson,63
Bradley Whitford,138
Lindze Letherman,16
Angela Landis,16
John Michael Higgins,44
Igor Hiller,16
Joe Bellan,16
Brett Wagner,16
Stephen Root,79
Hallie Kate Eisenberg,71
George Wallace,44
Tom O'Reilly,32
Anne Heche,140
Gaby Hoffmann,131
Don Cheadle,160
Joshua Fardon,15
Jacqueline Kim,39
John Corbett,56
Michael Rispoli,123
John Carroll Lynch,71
Marcello Thedford,48
Bert Kramer,15
Bo Eason,15
James MacDonald,81
Dayton Callie,15
Phil Nee,15
Harrison Ford,235
Brad Pitt,267
Margaret Colin,84
Rubén Blades,72
Treat Williams,71
George Hearn,16
Mitchell Ryan,61
Natascha McElhone,72
Paul Ronan,16
Simon Jones,16
Julia Stiles,59
Ashley Carin,16
Kelly Singer,16
David O'Hara,70
David Wilmot,37
Rob McElhenney,34
Chance Kelly,16
Helen Hunt,79
Cary Elwes,113
Jami Gertz,15
Philip Seymour Hoffman,277
Lois Smith,56
Alan Ruck,88
Sean Whalen,38
Scott Thomson,15
Todd Field,80
Joey Slotnick,77
Wendle Josepher,65
Jeremy Davies,62
Zach Grenier,139
Gregory Sporleder,111
Alexa PenaVega,48
Glenn Close,114
William H. Macy,249
Jürgen Prochnow,102
Oleg Taktarov,37
Liesel Matthews,37
Paul Guilfoyle,417
Dean Stockwell,62
Tom Everett,152
Donna Bullock,37
Michael Ray Miller,37
Carl Weintraub,37
Elester Latham,37
Elya Baskin,99
Levan Uchaneishvili,152
David Vadim,86
Andrew Divoff,105
Ilia Volok,51
Chris Howell,37
Spencer Garrett,85
Bill Smitrovich,51
Philip Baker Hall,369
Willard E. Pugh,37
Michael Monks,37
Fenton Lawless,37
Dan Shor,37
David Gianopoulos,37
Glenn Morshower,37
Don McManus,77
Brian Libby,106
Diana Bellamy,37
Thom Barry,91
E.E. Bell,37
Boris Lee Krutonog,66
Gene Hackman,238
Jon Voight,125
Regina King,169
Ian Hart,74
Lisa Bonet,42
Barry Pepper,109
James Le Gros,42
Scott Caan,54
Jamie Kennedy,272
Jason Lee,97
Jascha Washington,42
Stuart Wilson,126
Anna Gunn,42
Laura Cayouette,42
Loren Dean,78
Dan Butler,108
Ivana Miličević,70
Seth Green,131
Jason Robards,135
Tom Sizemore,222
Brian Markinson,71
Tom Quinn,53
Brenna McDonough,42
Bobby Boriello,57
Carl Mergenthaler,42
Donna W. Scott,88
Allison Sie,42
Lillo Brancato,69
John Capodice,251
Arthur J. Nascarella,145
Frank Medrano,186
Joseph Patrick Kelly,42
Lennox Brown,89
Nancy Yee,42
Christopher Lawrence,42
F. Murray Abraham,70
Art Carney,21
Charles Dance,65
Frank McRae,43
Tom Noonan,56
Anthony Quinn,21
Mercedes Ruehl,45
Austin O'Brien,31
Robert Prosky,309
Ian McKellen,71
Joan Plowright,45
Leeza Gibbons,21
Tina Turner,31
Noah Emmerich,77
Jean-Claude Van Damme,122
Bridgette Wilson,94
Michael V. Gazzo,21
Chevy Chase,102
Jim Belushi,54
Anthony Hopkins,279
Claire Forlani,115
Jeffrey Tambor,72
Marcia Gay Harden,85
Jake Weber,41
David S. Howard,10
Lois Kelly-Miller,10
Jahnni St. John,10
Richard Clarke,10
June Squibb,51
Tom Cruise,152
Emmanuelle Béart,29
Henry Czerny,61
Jean Reno,101
Ving Rhames,196
Kristin Scott Thomas,154
Vanessa Redgrave,129
Marcel Iureș,51
Ion Caramitru,29
Ingeborga Dapkunaite,38
Valentina Yakunina,29
Marek Vašut,29
Nathan Osgood,29
Emilio Estevez,63
Michael Rogers,29
John McLaughlin,29
Karel Dobrý,29
Andreas Wisniewski,29
Ricco Ross,29
Mark Houghton,34
Annabel Mullion,29
Garrick Hagon,29
Olegar Fedoro,29
David Schneider,29
Helen Lindsay,29
John Knoll,29
Rolf Saxon,48
Michael Keaton,94
Michelle Pfeiffer,107
Christopher Walken,196
Michael Murphy,45
Cristi Conaway,10
Paul Reubens,35
Diane Salinger,10
Robert Duvall,101
Téa Leoni,106
Elijah Wood,102
Morgan Freeman,309
Maximilian Schell,36
Leelee Sobieski,41
Jon Favreau,136
Laura Innes,25
Mary McCormack,60
Richard Schiff,408
Blair Underwood,41
Charles Martin Smith,25
Una Damon,84
Dougray Scott,49
Derek de Lint,25
Suzy Nakamura,40
Alimi Ballard,25
W. Earl Brown,122
Denise Crosby,36
Jason Dohring,25
Mike O'Malley,25
Kurtwood Smith,96
Ron Eldard,70
John Travolta,197
Nicolas Cage,173
Joan Allen,69
Alessandro Nivola,21
Gina Gershon,109
Dominique Swain,21
Nick Cassavetes,56
Harve Presnell,85
Colm Feore,160
Robert Wisdom,36
Margaret Cho,21
James Denton,21
Matt Ross,56
Chris Bauer,85
Myles Jeffrey,41
David McCurley,21
Thomas Jane,176
Danny Masterson,53
Lisa Boyle,93
Linda Hoffman,21
John Cusack,160
John Malkovich,222
Colm Meaney,111
Dave Chappelle,155
Mykelti Williamson,137
Danny Trejo,167
M.C. Gainey,93
Steve Eastin,43
Monica Potter,81
Landry Allbright,43
Renoly Santiago,84
Brendan Kelly,66
Jesse Borrego,57
José Zúñiga,132
Mongo Brownlee,43
Don Charles McGovern,85
Angela Featherstone,57
Doug Hutchison,97
Jeris Poindexter,43
David Ramsey,75
Conrad Goode,113
Emilio Rivera,43
Mario Roberts,43
Ty Granderson Jones,43
Bob Stephenson,200
Dylan Haggerty,67
Carl Ciarfalio,220
Ned Bellamy,185
John Roselius,57
John Marshall Jones,43
Tommy Bush,64
Brian Willems,43
Bill Cusack,185
George Randall,43
Jamie Bozian,43
Harley Zumbrum,43
Doug Dearth,58
Kevin Gage,56
Christopher McDonald,160
Raymond J. Barry,69
Nancy Olson,15
Wil Wheaton,26
Edie McClurg,27
Leslie Stefanson,98
Malcolm Brownson,15
Benjamin Brock,31
Dakin Matthews,15
Zack Zeigler,15
Sam Lloyd,35
Catherine Zeta-Jones,77
Lili Taylor,80
Bruce Dern,42
Virginia Madsen,62
Michael Cavanaugh,20
Marian Seldes,20
Alix Koromzay,104
Tom Irwin,20
Charles Gunning,35
Saul Priever,20
Hadley Eure,20
Kadina de Elejalde,20
Alessandra Benjamin,20
Karen S. Gregan,20
Brandon Jarrett,20
Mary McNeal,20
William Minkin,20
Michael Jordan,54
Billy West,27
Dee Bradley Baker,27
Theresa Randle,203
Brandon Hammond,79
Larry Bird,27
Bill Murray,247
Charles Barkley,54
Patrick Ewing,27
Tyrone Bogues,27
Larry Johnson,27
Shawn Bradley,27
Ahmad Rashad,27
Del Harris,27
Vlade Divac,27
Cedric Ceballos,27
Jim Rome,27
Paul Westphal,27
Danny Ainge,27
Alonzo Mourning,27
A.C. Green,27
Charles Oakley,27
Derek Harper,27
Jeff Malone,27
Anthony Miller,27
Sharone Wright,27
Julia Roberts,306
Patrick Stewart,63
Cylk Cozart,52
Terry Alexander,16
Alex McArthur,33
Rod McLachlan,42
Michael Potts,16
Jim Sterling,16
Rich Hebert,16
Brian J. Williams,16
G.A. Aguilar,16
Cece Neber Labao,16
Saxon Trainor,16
Joanna Sanchez,16
David Schwimmer,85
Jacqueline Obradors,76
Allison Janney,242
Cliff Curtis,188
Kerry Rossall,61
Douglas Weston,61
Ben Bode,61
Derek Basco,61
Amy Sedaris,61
Priscilla Taylor,61
Long Nguyen,61
John Koyama,61
Jen Sung,61
Jake Feagai,61
Michael Chapman,161
E. Kalani Flores,61
Ping Wu,61
Greg Gorman,61
Hoyt Richards,61
Odile Corso,61
Cynthia Langbridge,61
Jody Kono,61
Michael Lushing,61
Pua Kaholokula,61
Roy Dinson Jr.,61
Don Nahaku,61
Reri Tava Jobe,61
Natalie Goss,61
Christian Martson,61
James Edward Sclafani,61
Jason S. Nichols,61
Taj Mahal,93
Fred Lunt,61
Carlos Andrade,61
Kester Smith,61
Pat Cockett,61
Wayne Jacintho,61
Michael Barretto,61
Rudy Costa,61
Pancho Graham,61
Mervyn Lilo,61
Gordon Lilo,61
Afa Thompson,61
Javan Kaiama,61
